"Author","Recs","LCS","GCS"
"Gherghel I",5,12,149
"Meentemeyer RK",2,31,149
"Dransfield J",1,0,148
"Ellis N",2,6,148
"Pitcher CR",2,6,148
"Tang Y",4,23,148
"Vollering J",3,37,148
"Evans JM",2,32,147
"Fletcher RJ",2,32,147
"Mohamed A",8,1,147
"Zheng JH",5,0,147
"Bini LM",2,3,146
"Jiang XL",4,1,146
"Liu JG",3,23,146
"Maraseni T",2,29,146
"Razgour O",2,34,146
"Viña A",3,23,146
"Yang H",5,13,146
"Fogliani B",2,16,145
"Gurgel-Gonçalves R",4,0,145
"Hayat MA",2,30,145
"Wang XF",7,0,145
"Williams KJ",2,23,145
"Bandi C",2,0,144
"Epis S",2,0,144
"Ferraz KMPMD",6,14,144
"Han SJ",6,28,144
"Hostert P",2,15,144
"Jiménez-García D",3,0,144
"Jung JM",8,25,144
"O'Donnell J",2,6,144
"Ramesh BR",3,21,144
"Yu JH",6,28,144
"Berger L",1,10,143
"Devenish C",3,4,143
"Gonzalez VH",3,24,143
"Guo X",2,0,143
"Hanmer J",1,33,143
"Kulkarni MA",7,11,143
"McCallum HI",1,10,143
"Murray KA",1,10,143
"Retallick RWR",1,10,143
"Rooper CN",7,15,143
"Rosauer D",1,10,143
"Rossi JP",7,7,143
"Skerratt LF",1,10,143
"Speare R",1,10,143
"Bustamante RO",3,3,142
"Chust G",3,16,142
"Croat TB",1,47,142
"de Araújo CB",3,0,142
"Matthiopoulos J",2,9,142
"Mendes P",2,0,142
"Poor EE",2,0,142
"Örücü ÖK",7,14,142
"Aarts G",2,22,141
"Austin MP",1,23,141
"Belbin L",1,23,141
"De Giovanni R",1,11,141
"Griess VC",3,26,141
"Jacintho LFO",1,11,141
"Li XM",2,0,141
"Masuoka P",3,10,141
"Ruiz-Gutierrez V",2,17,141
"Ryo M",2,20,141
"Schmidt M",4,13,141
"Siqueira MF",1,11,141
"Stein JL",1,23,141
"Yamamoto M",1,11,141
"Allen JL",3,7,140
"Carlson CJ",2,9,140
"Ebrahimi E",4,27,140
"Fraser WR",2,17,140
"González-Irusta JM",3,4,140
"Nabout JC",8,24,140
"Reader T",4,25,140
"Vanaverbeke J",2,50,140
"Wieringa JJ",2,18,140
"Wu W",4,9,140
"Yue YJ",2,22,140
"Habib T",1,0,139
"Khalid N",1,0,139
"Li QT",1,0,139
"Loyola RD",2,16,139
"Majeed M",1,0,139
"Somers B",4,4,139
"Tariq A",1,0,139
"Thorson JT",2,13,139
"Boertmann D",1,6,138
"Chen SX",1,0,138
"Cruz-Cárdenas G",4,0,138
"Fan GR",1,0,138
"García-Roselló E",3,7,138
"González-Dacosta J",3,7,138
"Guisande C",3,7,138
"Heine J",3,7,138
"Lanctot RB",1,6,138
"Lappo EG",1,6,138
"Ning XD",1,0,138
"Shaw JD",1,6,138
"Thomassen HA",4,11,138
"Varpe O",1,6,138
"Velazco SJE",1,0,138
"Wang WJ",3,2,138
"Wang ZD",1,0,138
"Wauchope HS",1,6,138
"Wu NS",1,0,138
"Xie T",2,0,138
"Zhao AL",1,0,138
"Zhao L",8,0,138
"Luo ZH",5,16,137
"Wei L",3,9,137
"Xiong QL",2,15,137
"Bonardi A",3,19,136
"Breitenmoser C",2,7,136
"Chimimba CT",3,5,136
"Chitale VS",3,16,136
"Bachman SP",1,40,135
"Bose R",2,20,135
"Draper D",2,34,135
"Joppa L",1,40,135
"Kakaï RG",7,11,135
"Lendemer JC",2,6,135
"Mohammadi S",3,37,135
"Bernard E",5,2,134
"Khan JA",3,0,134
"Rather TA",3,0,134
"Sosa V",2,1,134
"Abdel-Rahman EM",12,5,133
"Graham J",3,50,133
"Koprowski M",1,28,133
"Li JS",1,0,133
"Matisons R",1,28,133
"Mionskowski M",1,28,133
"Netsvetov M",1,28,133
"Prieto-Torres DA",3,1,133
"Prokopuk Y",1,28,133
"Shen M",1,0,133
"Wojda T",1,28,133
"Xiao NW",1,0,133
"Yu FY",2,19,133
"Zhang YM",3,0,133
"Zhao ZY",1,0,133
"Çoban HO",1,0,133
"Örücü OK",1,0,133
"Antunes P",1,3,132
"Calvache M",1,3,132
"Cerdeira JO",1,3,132
"Clemente P",1,3,132
"Ierodiaconou D",3,21,132
"Ikegami M",3,13,132
"Martins MJ",1,3,132
"Nasser MG",6,1,132
"Santos R",1,3,132
"Toxopeus AG",5,28,132
"Varela S",6,8,132
"Zhao ZF",3,34,132
"Arenas-Castro S",8,2,131
"Cryan PM",3,16,131
"Fan JY",4,9,131
"Pidgeon AM",4,14,131
"Angelov B",1,19,130
"Biggs T",1,2,130
"Daliakopoulos IN",1,2,130
"Delgado-Jaramillo M",4,2,130
"Golkarian A",1,2,130
"Heglund PJ",3,14,130
"Keesstra S",1,2,130
"Lamb JM",3,6,130
"Mohammadi F",1,2,130
"Ornelas JF",2,0,130
"Schneider H",4,26,130
"Servajean M",5,0,130
"Tessarolo G",2,21,130
"Thogmartin WE",3,14,130
"Goldsmit J",3,8,129
"Howland KL",3,8,129
"Perkins GC",1,0,129
"Qi QJ",1,15,129
"Tognelli MF",4,25,129
"Dakhil MA",6,15,128
"de Pous P",5,4,128
"Frederico RG",5,12,128
"Howell KL",4,34,128
"Lawing AM",3,30,128
"Lentini PE",3,24,128
"Nameer PO",7,4,128
"Ngarega BK",10,4,128
"Rassi Y",4,11,128
"Sáez L",2,46,128
"Yang L",7,0,128
"Young NE",7,4,128
"Beukes H",1,15,127
"Estes LD",1,15,127
"Graham MR",6,12,127
"Grieco J",2,10,127
"Hole DG",1,15,127
"Jayasinghe SL",1,26,127
"Jiang CX",3,0,127
"Lau M",1,15,127
"Lloret F",4,8,127
"Oppenheimer MG",1,15,127
"Schulze R",1,15,127
"Sexton JO",2,25,127
"Tadross MA",1,15,127
"Turner WR",1,15,127
"Villero D",3,6,127
"Alcaraz-Hernández JD",3,9,126
"Botello F",4,27,126
"Bouyer J",3,18,126
"Cuddington K",2,2,126
"Falcucci A",1,21,126
"Faleiro FV",2,8,126
"Gibson L",2,49,126
"Miaud C",1,21,126
"Molowny-Horas R",1,46,126
"Silva L",5,8,126
"Sobek-Swant S",2,2,126
"Stiels D",5,21,126
"Wang DJ",4,2,126
"Zalat S",4,24,126
"Benkendorf DJ",2,0,125
"Koch JB",4,10,125
"Liu XF",5,6,125
"Mateo R",1,0,125
"Mateo-Tomás P",1,0,125
"Niemitz F",1,12,125
"Olea PP",1,0,125
"Peterman WE",2,0,125
"Sánchez-Barbudo IS",1,0,125
"Zuanon J",2,12,125
"Amendolia S",1,0,124
"Brown C",2,27,124
"Gaiarsa S",1,0,124
"Genchi C",1,0,124
"Hu HJ",6,14,124
"Kim Y",3,0,124
"Liu YX",5,20,124
"Martínez-Capel F",3,9,124
"Mastrantonio V",1,0,124
"Otranto D",1,0,124
"Porretta D",1,0,124
"Urbanelli S",1,0,124
"Bargain A",3,8,123
"De Meyer M",1,0,123
"Fabri MC",3,8,123
"Mansell MW",1,0,123
"Mwaiko W",1,0,123
"Shi K",5,33,123
"Su SK",5,0,123
"Tsuruta K",1,0,123
"Vacik H",2,4,123
"Vayssières JF",1,0,123
"Wang WW",2,0,123
"Zhang ZX",8,5,123
"Coyer JA",1,39,122
"Davis RJ",4,15,122
"Gogina M",5,8,122
"Ji WH",2,23,122
"Salaman P",1,0,122
"Smolina I",1,39,122
"Zettler ML",5,8,122
"D'Alessandro P",4,23,121
"Fernández M",4,6,121
"González C",3,15,121
"Isselin-Nondedeu F",5,19,121
"Jiménez-Alfaro B",3,3,121
"Kwon YS",5,16,121
"Marcondes-Machado LO",1,0,121
"Thiombiano A",4,6,121
"Arcangeli A",4,11,120
"Arnillas CA",1,0,120
"Ashrafzadeh MR",3,6,120
"Ball SG",1,30,120
"Barber RA",1,30,120
"Cuesta F",1,0,120
"Fischer RA",3,10,120
"Jarvis A",1,0,120
"Morris RKA",1,30,120
"Peralvo M",1,0,120
"Acosta AL",2,9,119
"Butler CJ",7,20,119
"Cao CX",4,3,119
"Dicko AH",2,18,119
"Eguiarte LE",2,0,119
"Friedland KD",4,4,119
"Giannini TC",2,9,119
"Guerrini L",2,18,119
"Gábor L",5,18,119
"Laffan SW",2,31,119
"Melo GAR",2,24,119
"Moudry V",5,18,119
"Robinson JL",2,51,119
"Scott C",2,25,119
"Taylor CA",4,0,119
"Vreysen MJB",2,18,119
"Wang HY",5,0,119
"Esperon-Rodriguez M",3,15,118
"Heming NM",5,4,118
"Hosseini N",5,8,118
"Lancelot R",2,18,118
"Liang W",4,2,118
"Robinson OJ",1,17,118
"Stabach JA",2,20,118
"Zhao JP",6,0,118
"Alves-dos-Santos I",1,9,117
"Bawa KS",1,0,117
"Garófalo CA",1,9,117
"Imperatriz-Fonseca VL",1,9,117
"Saraiva AM",1,9,117
"Stigall AL",2,12,117
"Wang XG",1,42,117
"Wei YL",1,42,117
"Wilson AM",4,11,117
"Yuan HS",1,42,117
"Heumann BW",5,23,116
"Jakes A",1,0,116
"Kim SH",6,17,116
"Loucks C",1,0,116
"Low BW",1,44,116
"Lu YY",4,26,116
"Niyati N",1,0,116
"Rodda GH",1,0,116
"Shipley BR",2,0,116
"Tan HH",1,44,116
"Urban DL",1,0,116
"Ale SB",1,23,115
"Barnes MA",4,25,115
"Buckley TR",2,5,115
"Cabrelli A",1,31,115
"Cockfield G",1,23,115
"Couvreur TLP",1,18,115
"Deblauwe V",1,18,115
"DeWalt RE",1,51,115
"Droissart V",1,18,115
"Dye SR",1,13,115
"Elphick CS",1,20,115
"Graham E",1,31,115
"Hinz L",1,51,115
"Ingty T",1,23,115
"Leschen RAB",2,5,115
"Marske KA",2,5,115
"Matthee S",3,0,115
"Paton PWC",1,20,115
"Pessino M",1,51,115
"Pinnegar JK",1,13,115
"Qureshi Q",4,3,115
"Raubenheimer D",1,23,115
"Sanchez AC",2,15,115
"Shrestha S",1,23,115
"Sipko T",2,16,115
"Sonké B",1,18,115
"Steen VA",1,20,115
"Stévart T",1,18,115
"Tweddale T",1,51,115
"Verwaeren J",1,22,115
"Waegeman W",1,22,115
"Warren R",1,13,115
"Akhavan AA",3,11,114
"Lotze HK",2,10,114
"Nicholson E",2,0,114
"Snäll T",3,15,114
"Swinnen KRR",3,4,114
"Williams SE",2,25,114
"Wilson KL",2,10,114
"Atzeni L",2,33,113
"Bai DF",2,33,113
"Chen PJ",2,33,113
"Jetschke G",2,15,113
"Jácomo ATD",1,29,113
"Mukherjee A",6,14,113
"Santos T",1,29,113
"Silveira L",1,29,113
"Sunny A",6,7,113
"Tang SH",2,14,113
"Tôrres NM",1,29,113
"Verbruggen H",2,2,113
"Vogt M",2,2,113
"Wang D",8,9,113
"Zhu HY",2,40,113
"Buitenhuis ET",1,2,112
"Gruber N",1,2,112
"Kluza DA",1,0,112
"Le Quéré C",1,2,112
"Leblanc K",1,2,112
"Liu G",5,12,112
"Liu T",6,15,112
"Luo YW",1,2,112
"Lyons DB",1,0,112
"O'Brien CJ",1,2,112
"Payne MR",1,2,112
"Pedrini P",4,10,112
"Pereira JL",1,0,112
"Richardson DM",6,15,112
"Whitsed R",3,7,112
"Xie CP",8,0,112
"Zhang H",10,0,112
"Zhang XY",8,0,112
"Aravind NA",5,38,111
"Arroyo J",1,0,111
"Darabi H",1,0,111
"Fonta WM",1,18,111
"González-Vilas L",2,0,111
"Haghighi AT",1,0,111
"Haghizadeh A",1,0,111
"Hong SH",6,0,111
"Hortal J",1,21,111
"Lee YH",6,0,111
"Lefrançois T",1,18,111
"Lo M",1,18,111
"Moghaddam DD",1,0,111
"Montarsi F",5,7,111
"Nalivan OA",1,0,111
"Panahi M",1,0,111
"Peck SL",1,18,111
"Rodríguez-Sánchez F",1,0,111
"Sall B",1,18,111
"Seck MT",1,18,111
"Tiefenbacher J",1,0,111
"Amiri M",6,10,110
"Arpaci A",1,4,110
"Chen DD",1,0,110
"Cooper AR",2,4,110
"Downie AL",4,7,110
"Ellenbroek A",3,12,110
"Harvey E",2,20,110
"Infante DM",2,4,110
"Jayasilan MA",2,0,110
"Jönsson M",2,14,110
"Li XH",6,0,110
"Mair L",2,14,110
"Malowerschnig B",1,4,110
"Merckx B",1,50,110
"Monk J",2,20,110
"Prieto R",2,2,110
"Rattray A",2,20,110
"Sass O",1,4,110
"Silva MA",2,2,110
"Steyaert M",1,50,110
"Tobeña M",2,2,110
"Vanreusel A",1,50,110
"Veith M",4,17,110
"Versace VL",2,20,110
"Vincx M",1,50,110
"You C",1,0,110
"Bartlow AW",2,0,109
"Filbee-Dexter K",4,2,109
"Rhoden CM",1,0,109
"Zhu ZL",5,0,109
"Archambault P",2,6,108
"Avon C",1,22,108
"Brown CJ",4,1,108
"Duflot R",1,22,108
"Gaire NP",2,0,108
"Ghorbanpour M",4,5,108
"Naudiyal N",2,0,108
"Pramanik M",2,19,108
"Roche P",1,22,108
"Saura S",1,18,108
"Sánchez MCM",1,18,108
"Vavrus SJ",2,11,108
"Bograd S",1,8,107
"Brodie SJ",1,8,107
"Burns J",1,16,107
"Costa DP",1,16,107
"Friedlaender AS",1,16,107
"Halpin PN",1,16,107
"Holsman KK",1,8,107
"Johnston DW",1,16,107
"Kotwicki S",1,8,107
"Li YH",6,0,107
"Lindegarth M",3,4,107
"Possingham HP",3,0,107
"Samhouri JF",1,8,107
"Shang YR",1,22,107
"Willis-Norton E",1,8,107
"Zurell D",3,4,107
"Akyol A",4,16,106
"Bischof R",1,0,106
"Botella C",2,0,106
"de Bie CAJM",3,18,106
"Dech S",1,0,106
"Fang YQ",2,2,106
"Garcia K",1,31,106
"Gulden G",1,33,106
"Hesse D",1,0,106
"Ines A",1,31,106
"Kauserud H",1,33,106
"Lasco R",1,31,106
"Li H",5,0,106
"Lyon B",1,31,106
"Pulhin F",1,31,106
"Redpath S",1,0,106
"Sanderson J",1,0,106
"Sebastian A",1,0,106
"Shapiro AC",1,0,106
"Slatculescu AM",3,11,106
"Sunarto S",1,0,106
"Tan HJ",3,0,106
"Traeholdt C",1,0,106
"Wollan AK",1,33,106
"Adibi MA",1,0,105
"Cuena-Lombraña A",3,34,105
"Filipe AF",2,9,105
"Granado-Lorencio C",1,0,105
"Grehan AJ",1,25,105
"Han RL",1,0,105
"Hull V",1,23,105
"Manjarrés-Hernández A",1,0,105
"Murillo FJ",5,5,105
"Pelayo-Villamil P",1,0,105
"Rengstorf AM",1,25,105
"Shortridge A",1,23,105
"Taktehrani A",1,0,105
"Vaamonde A",1,0,105
"Vari RP",1,0,105
"Villarino E",2,6,105
"Wang FY",1,0,105
"Wei FG",1,0,105
"Wei MT",1,0,105
"Xia PG",1,0,105
"Zhan P",2,0,105
"Bellamy CC",2,0,104
"Devillers R",3,4,104
"Dossou-Yovo ER",2,0,104
"Jung S",7,25,104
"Li SH",4,2,104
"Livdahl T",2,28,104
"Ponce-Reyes R",2,0,104
"Yaghoobi-Ershadi MR",3,0,104
"Yu H",3,1,104
"Hamilton SK",2,10,103
"Huntley JW",2,24,103
"Jacobi CM",2,10,103
"Keena MA",2,16,103
"Kreyling J",1,12,103
"Loy A",3,9,103
"Matthee CA",2,0,103
"Naimi B",11,15,103
"Nawaz Z",1,29,103
"O'Neill G",1,12,103
"Oliveira MD",2,10,103
"Oney B",1,12,103
"Rangel EF",2,0,103
"Schmitt J",2,5,103
"Cabello J",2,14,102
"Collins DP",2,36,102
"Costa H",3,14,102
"Dietz R",3,23,102
"Hill MP",4,15,102
"Hoffmann AA",4,15,102
"Kosicki JZ",5,15,102
"Morisette J",4,17,102
"Teilmann J",3,23,102
"Attorre F",6,5,101
"Carranza ML",2,9,101
"Cordellier M",1,16,101
"Gao Y",7,4,101
"Jenkins TAR",1,11,101
"Malone JB",4,10,101
"Mathis M",2,7,101
"Pfenninger M",1,16,101
"Pohlmann T",2,7,101
"Rasmussen K",2,0,101
"Reddy CS",5,23,101
"Roscioni F",2,9,101
"Sen S",3,33,101
"Weinert M",2,7,101
"Barrio-Anta M",3,0,100
"Castellanos AA",3,24,100
"Chen RD",1,0,100
"Halmy MWA",10,7,100
"Jim CY",6,0,100
"Kuhn T",2,0,100
"Kujala H",3,8,100
"López-Sánchez CA",3,0,100
"Oliva M",5,4,100
"Solhjouy-fard S",2,0,100
"Vatandoost H",6,13,100
"Wang GY",7,1,100
"Wang LK",1,0,100
"Zhao HX",3,0,100
"Atzberger C",4,7,99
"Bigg GR",1,3,99
"Bonneaud C",1,5,99
"Buhl-Mortensen P",3,0,99
"Bécares J",2,6,99
"Cameron A",3,12,99
"Chasar A",1,5,99
"Cunningham CW",1,3,99
"Deneu B",2,0,99
"Flores-Villela O",1,0,99
"Garonna AP",1,33,99
"Greenlaw ME",1,2,99
"Iezhova T",1,5,99
"Incze LS",1,2,99
"Jackson CR",2,28,99
"Lawton P",1,2,99
"Loiseau C",1,5,99
"Navarro-Sigüenza AG",2,0,99
"Ottersen G",1,3,99
"Pogson GH",1,3,99
"Sameoto JA",1,2,99
"Sehgal RNM",1,5,99
"Sepil I",1,5,99
"Smith SJ",1,2,99
"Snelgrove PVR",1,2,99
"Urbina-Cardona JN",1,0,99
"Valkiunas G",1,5,99
"Wadley MR",1,3,99
"Wei CL",1,2,99
"Williamson P",1,3,99
"Wolff NH",1,2,99
"Ahmadi K",7,0,98
"Ahrends A",1,0,98
"Buhl-Mortensen L",2,0,98
"Cha Y",1,0,98
"Ding F",2,8,98
"Go B",1,0,98
"Gugger PF",3,0,98
"Guo K",4,7,98
"Guo QH",4,20,98
"Hollingsworth PM",1,0,98
"Iannella M",3,0,98
"Jaffré T",1,0,98
"Kim T",1,0,98
"L'Huillier L",1,0,98
"Ogden NH",2,11,98
"Oke OA",1,32,98
"Radinger J",2,2,98
"Ross RE",2,28,98
"Schidelko K",4,16,98
"Shin J",1,0,98
"Veillon JM",1,0,98
"Wang CY",5,1,98
"Wulff AS",1,0,98
"Chaskovskyy O",1,15,97
"Davis RA",3,21,97
"Del Valle SY",1,0,97
"Eklöv P",1,3,97
"Fair JM",1,0,97
"González-Fernández A",4,5,97
"Gorris ME",1,0,97
"Halada L",1,15,97
"Hashim M",2,0,97
"Kabo-bah AT",2,0,97
"Kaufeld KA",1,0,97
"Kruhlov I",1,15,97
"Li SL",3,19,97
"Lu ZZ",1,8,97
"Manore CA",1,0,97
"McKelvey KS",2,3,97
"Molloy SW",3,21,97
"Murwira A",7,13,97
"Numata S",2,0,97
"Ohmann JL",2,11,97
"Ostapowicz K",1,15,97
"Sandström A",1,3,97
"Santiago-Alarcon D",1,0,97
"Shutt DP",1,0,97
"Sun YH",6,20,97
"Suzuki-Ohno Y",3,2,97
"Temple SD",1,0,97
"van Etten EJB",3,21,97
"Wakie TT",1,8,97
"Zhang YB",5,8,97
"Zhao X",2,29,97
"Clements GR",3,27,96
"Edrén SMC",1,23,96
"Fieberg J",2,7,96
"Guo JH",4,0,96
"Lee DK",3,20,96
"Liu YH",4,0,96
"Magliozzi C",2,12,96
"Nielsen CK",4,9,96
"Pagano P",2,12,96
"Pie MR",3,13,96
"Söderkvist J",1,23,96
"Yousefi M",6,11,96
"Barták V",3,18,95
"Hamilton H",3,5,95
"Hof AR",4,12,95
"Moghadam MS",1,25,95
"Rodrigues M",3,16,95
"Suárez-Mota ME",7,0,95
"Carleton SA",1,36,94
"Chapman DS",2,18,94
"Coxen CL",1,36,94
"Edinger EN",3,1,94
"Gutiérrez EE",4,1,94
"Kamino LHY",2,24,94
"Kumar M",6,15,94
"Li XL",4,3,94
"Meyer ALS",2,13,94
"Newbold T",2,24,94
"Stanton-Geddes J",1,5,94
"Tracy JL",5,10,94
"Vilas LG",2,13,94
"De Clerck O",2,0,93
"Ding LK",2,0,93
"Dominiak BC",2,0,93
"Haque U",2,8,93
"Kafash A",6,11,93
"Kim HJ",3,0,93
"Riordan EC",2,8,93
"Royer JE",2,0,93
"Ruggieri L",2,0,93
"Song JW",6,0,93
"Sultana S",2,0,93
"Tian YJ",3,0,93
"Belton GS",1,0,92
"Chen GS",1,0,92
"Esque T",1,0,92
"Freer JJ",2,7,92
"He YL",1,0,92
"Illoldi-Rangel P",3,2,92
"Inman R",1,0,92
"Ma JM",1,0,92
"Madani N",2,1,92
"Martin Y",1,9,92
"Mineur F",1,0,92
"Nazeri M",2,1,92
"Nussear K",1,0,92
"Sutton LJ",7,26,92
"Tarling GA",2,7,92
"Titeux N",1,9,92
"Tyberghein L",1,0,92
"Van Dyck H",1,9,92
"Vanwambeke SO",4,1,92
"Wang LF",2,23,92
"Xu Y",4,1,92
"Aloise G",1,0,91
"Bach K",1,0,91
"Barajas-Barbosa PM",1,0,91
"Beukema W",3,4,91
"Bovero S",1,0,91
"Böhner J",2,0,91
"Fasola M",1,0,91
"Ingram SN",2,10,91
"Johnson TL",2,6,91
"Kessler M",1,0,91
"Kupfer JA",1,25,91
"Lehnert M",1,0,91
"Lei FM",2,4,91
"Li B",4,0,91
"Lioy S",1,0,91
"Loyola R",1,5,91
"Lucieer VL",2,1,91
"Luizza MW",3,5,91
"Ma LY",3,0,91
"Marques MCM",1,5,91
"Miller RH",1,0,91
"Padial AA",1,5,91
"Qu YH",2,4,91
"Rodríguez-Merino A",5,0,91
"Romeiras MM",3,0,91
"Santicchia F",1,0,91
"Schaefer CEGR",3,9,91
"Somer T",1,0,91
"Soria-Auza RW",1,0,91
"Tricarico E",1,0,91
"Zwiener VP",1,5,91
"Barrett B",1,41,90
"Burbidge A",1,41,90
"González-Salazar C",1,40,90
"Landmann T",6,2,90
"Li YX",5,10,90
"Mathur M",11,10,90
"Mathur P",11,10,90
"Mormede S",1,23,90
"Mutanga O",7,7,90
"Nevin OT",2,8,90
"Phillips RA",2,10,90
"Trabucco A",6,9,90
"Velasco JA",1,40,90
"Vierod ADT",1,22,90
"Wang ZH",4,5,90
"Zellmer AJ",3,10,90
"Zheng XQ",2,0,90
"Beeton NJ",3,12,89
"Liu SR",2,16,89
"Lu L",3,2,89
"Pairaud I",2,8,89
"Parra JL",4,6,89
"Taviani M",3,5,89
"Wilson JRU",3,14,89
"Ahmad H",1,0,88
"Ahmad S",9,0,88
"Brasseur S",1,7,88
"Carmel Y",3,18,88
"Cerasoli F",3,0,88
"Chen YY",4,0,88
"Cordes EE",2,25,88
"Fand BB",3,27,88
"Gilani H",1,0,88
"Goheer MA",1,0,88
"Hussain K",1,0,88
"Hutto RL",1,11,88
"McDaniel PM",2,17,88
"Miller A",1,0,88
"Monahan WB",2,8,88
"Morán-Ordóñez A",1,0,88
"Pallentin A",1,0,88
"Potts SG",2,7,88
"Rawat GS",3,9,88
"Rocchini D",5,14,88
"Rota CT",1,11,88
"Scherrer D",2,19,88
"Schipper AM",2,21,88
"Serra-Diaz JM",3,6,88
"Torres LG",2,15,88
"Voelker G",1,23,88
"Walsh SJ",2,17,88
"Wang SQ",6,0,88
"Wang Y",12,12,88
"Xu X",4,0,88
"Arcos JM",1,6,87
"Barnikel G",1,9,87
"Ben Salah A",1,0,87
"Benie GB",1,0,87
"Chaiyos J",3,16,87
"Chalghaf B",1,0,87
"Chemkhi J",1,0,87
"Conoscenti C",1,3,87
"Davis AY",2,1,87
"Dayal K",1,3,87
"Deo RC",1,3,87
"Dirksen JW",1,30,87
"Gobakken T",1,30,87
"Gräwe U",2,4,87
"Harrabi M",1,0,87
"He H",2,31,87
"Herkt KMB",1,9,87
"Jiang JM",3,10,87
"Kong F",1,31,87
"Kornejady A",1,3,87
"Li ZX",5,24,87
"Lin J",5,0,87
"Lombardo L",1,3,87
"Mayala B",1,0,87
"Michael E",1,0,87
"Minor ES",2,1,87
"Næsset E",1,30,87
"Ohlson M",1,30,87
"Pratumchart K",3,16,87
"Rodríguez B",1,6,87
"Ruiz A",1,6,87
"Safi K",3,0,87
"Samadi M",1,3,87
"Santos MJ",2,24,87
"Suwannatrai K",3,16,87
"Taghizadeh-Mehrjardi R",1,3,87
"Tang L",1,31,87
"Thinkhamrop K",3,16,87
"Wang B",5,5,87
"Wang QG",4,11,87
"Wang WC",1,31,87
"Wu ZF",1,13,87
"Yang FX",1,31,87
"Yang XF",1,13,87
"Zhang YL",4,13,87
"Abrha H",3,9,86
"Ashcroft MB",2,13,86
"Ashraf U",2,0,86
"Borges-Martins M",2,0,86
"Chakraborti S",1,19,86
"Chaudhry MN",2,0,86
"Deb P",1,19,86
"Hassan AN",2,0,86
"Hothorn T",2,7,86
"Hu JL",3,1,86
"Huang LY",2,8,86
"Huang TT",3,0,86
"Johnson CN",1,22,86
"Larbes S",2,24,86
"Lemoine NP",2,1,86
"Li WK",2,15,86
"Liang L",3,22,86
"Low-Choy S",2,0,86
"Mackey B",2,0,86
"Mondal B",1,19,86
"Mukaratirwa S",2,4,86
"Paudel U",1,19,86
"Singh M",6,8,86
"Teodoro AC",5,4,86
"Thompson AR",2,8,86
"Virgós E",2,0,86
"Wang GB",4,0,86
"Watson I",2,16,86
"Abdel-Dayem MS",3,0,85
"Ballesteros-Barrera C",3,2,85
"Cayuela L",2,19,85
"Coops NC",4,9,85
"Fernández-Zamudio R",4,0,85
"García-Murillo P",4,0,85
"Lenoir J",2,6,85
"Li ZF",4,1,85
"Liu YJ",3,0,85
"Trisurat Y",3,19,85
"Wang H",7,12,85
"Wang WF",3,0,85
"Zhang WY",3,8,85
"Ahmad SR",1,0,84
"Ashraf I",1,0,84
"Cannon CH",1,15,84
"Chen WY",1,15,84
"Cho Y",2,10,84
"De Clercq EM",3,7,84
"Fiaboe KKM",1,4,84
"Fitzgerald LA",4,1,84
"Jentsch A",3,22,84
"Jerde CL",2,23,84
"Jhala YV",2,0,84
"Kairo MTK",1,4,84
"Lodge DM",2,23,84
"McKindsey CW",3,7,84
"Reshetnikov AN",1,14,84
"Roda AL",1,4,84
"Scales KL",1,10,84
"Shen XB",2,0,84
"Sohl TL",1,0,84
"van Beest FM",5,0,84
"Wittmann ME",2,23,84
"Xue YD",2,0,84
"Yang Y",8,0,84
"Zhou ZK",1,15,84
"Bastos AD",1,0,83
"Belmain SR",1,0,83
"Brettschneider H",1,0,83
"Bystriakova N",2,22,83
"Chignell SM",3,5,83
"Contrafatto G",1,0,83
"Crimmins SM",1,27,83
"Das B",7,30,83
"Dobrowski SZ",1,27,83
"Downs S",1,0,83
"Dudaniec RY",1,1,83
"Dudley JG",3,20,83
"Figueira R",1,34,83
"Hansson B",1,1,83
"Jia ZK",2,0,83
"Kirsten F",1,0,83
"Lancaster LT",1,1,83
"Latif QS",3,20,83
"Lesmeister DB",5,5,83
"Li S",4,0,83
"Menezes R",1,34,83
"Mostert E",1,0,83
"Mynsberge AR",1,27,83
"Nair D",1,0,83
"Ouédraogo A",4,1,83
"Peñas J",2,32,83
"Ready PD",2,2,83
"Saab VA",3,20,83
"Sang ZY",2,0,83
"Sousa AJ",1,34,83
"Stensgaard AS",3,11,83
"Svensson EI",1,1,83
"Sérgio C",1,34,83
"van Hooft P",1,0,83
"von Maltitz E",1,0,83
"Yin Q",2,0,83
"Bertrand R",4,17,82
"Corley JC",2,9,82
"Dai CY",1,2,82
"Goncalves E",2,1,82
"Kenchington E",4,5,82
"Lantschner MV",2,9,82
"Li L",5,6,82
"Liu J",12,3,82
"Liu X",4,0,82
"Lombraña AC",1,30,82
"Ma XW",1,0,82
"McKay BD",1,2,82
"Pasquet E",1,2,82
"Peng HB",1,0,82
"Poti M",3,10,82
"Santana F",1,0,82
"Shan JR",1,0,82
"Song G",1,2,82
"Velásquez G",2,1,82
"Wang LY",3,8,82
"Yang XJ",1,2,82
"Zhang RY",1,2,82
"Zhao N",1,2,82
"Aguiar LMS",2,2,81
"Birhane E",4,9,81
"Bonada N",1,9,81
"Côrtes LG",1,0,81
"da Mata RA",1,0,81
"De Wever A",1,9,81
"du Toit N",1,0,81
"Freyhof O",1,9,81
"Jansson R",1,12,81
"Kumar D",5,7,81
